ID Punto;Iluminación;¿Qué veo?;Visibilidad;Presencia de personas;Seguridad;Estado del Sendero;Transporte;Presencia mixta;Índice de seguridad;Dirección;Código Localidad;Nombre Localidad;Coordenada X;Coordenada Y
9350;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Justo;Cerca;No hay diversidad;Medio;KR 77J - CL 69B Sur, Bogotá, Colombia;07;Bosa;-74,19049999960;4,59850000031
9351;Brillante;Bastante visible;Algunos miran;Pocas personas;Buena;Bueno;A distancia;Hay diversidad;Muy Alto;Venecia, Bogotá, Bogota, Colombia;06;Tunjuelito;-74,13810000010;4,58999999985
9352;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Justo;Muy Cerca;Hay poca diversidad;Alto;Kr 56 - Cl 2, Bogotá, Colombia;16;Puente Aranda;-74,12179999980;4,61710000038
9353;Suficiente;Bastante visible;Algunos miran;Pocas personas;Minima;Bueno;A distancia;No hay diversidad;Medio;Venecia, Bogotá, Bogota, Colombia;06;Tunjuelito;-74,13719999980;4,59039999917
9354;Brillante;Bastante visible;No miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;DG 2 - Kr 57A, Bogotá, Colombia;16;Puente Aranda;-74,12280000000;4,61720000021
9355;Suficiente;Bastante visible;Muchos miran;Pocas personas;Moderada;Bueno;Cerca;No hay diversidad;Alto;Venecia, Bogotá, Bogota, Colombia;06;Tunjuelito;-74,13719999980;4,59149999917
9356;Brillante;Bastante visible;Muchos miran;Desierto;Ninguna;Justo;Muy Cerca;No hay diversidad;Medio;Galan, Bogotá, Bogota, Colombia;16;Puente Aranda;-74,12330000010;4,61800000072
9357;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Venecia, Bogotá, Bogota, Colombia;06;Tunjuelito;-74,13700000010;4,59249999933
9358;Brillante;Bastante visible;Muchos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Medio;Galan, Bogotá, Bogota, Colombia;16;Puente Aranda;-74,12339999990;4,61900000088
9359;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Venecia, Bogotá, Bogota, Colombia;06;Tunjuelito;-74,13680000040;4,59359999932
9360;Brillante;Bastante visible;Muchos miran;Pocas personas;Ninguna;Justo;A distancia;No hay diversidad;Medio;Galan, Bogotá, Bogota, Colombia;16;Puente Aranda;-74,12349999980;4,61999999918
9361;Brillante;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Venecia, Bogotá, Bogota, Colombia;06;Tunjuelito;-74,13709999990;4,59459999949
9362;Brillante;Bastante visible;Muchos miran;Pocas personas;Ninguna;Justo;A distancia;No hay diversidad;Medio;Galan, Bogotá, Bogota, Colombia;16;Puente Aranda;-74,12370000030;4,62099999934
9363;Brillante;Bastante visible;Muchos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Medio;Galan, Bogotá, Bogota, Colombia;16;Puente Aranda;-74,12370000030;4,62189999968
9364;Brillante;Bastante visible;Muchos miran;Pocas personas;Ninguna;Justo;Muy Cerca;No hay diversidad;Alto;Galan, Bogotá, Bogota, Colombia;16;Puente Aranda;-74,12380000020;4,62280000001
9365;Brillante;Bastante visible;Muchos miran;Desierto;Ninguna;Justo;Muy Cerca;No hay diversidad;Medio;AC 3 - Kr 66A, Bogotá, Colombia;16;Puente Aranda;-74,12320000030;4,62309999950
9366;Brillante;Bastante visible;Altamente visible;Pocas personas;Ninguna;Justo;Cerca;No hay diversidad;Alto;Galan, Bogotá, Bogota, Colombia;16;Puente Aranda;-74,12260000040;4,62250000052
9367;Brillante;Bastante visible;Muchos miran;Desierto;Ninguna;Justo;Cerca;Hay poca diversidad;Medio;Galan, Bogotá, Bogota, Colombia;16;Puente Aranda;-74,12210000030;4,62189999968
9368;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Justo;Muy Cerca;No hay diversidad;Medio;AC 3 - Kr 60, Bogotá, Colombia;16;Puente Aranda;-74,12139999960;4,62120000087
9369;Brillante;Bastante visible;Algunos miran;Pocas personas;Ninguna;Justo;Muy Cerca;No hay diversidad;Medio;La Pradera, Bogotá, Bogota, Colombia;16;Puente Aranda;-74,12170000000;4,62189999968
9370;Suficiente;Bastante visible;Altamente visible;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Medio;La Pradera, Bogotá, Bogota, Colombia;16;Puente Aranda;-74,12220000010;4,62250000052
9371;Brillante;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;Muy Cerca;No hay diversidad;Medio;AC 3 - Kr 66A, Bogotá, Colombia;16;Puente Aranda;-74,12289999980;4,62319999933
9372;Brillante;Bastante visible;Muchos miran;Pocas personas;Ninguna;Justo;Muy Cerca;Hay diversidad;Alto;AC 3 - Kr 66A, Bogotá, Colombia;16;Puente Aranda;-74,12339999990;4,62360000052
9373;Suficiente;Bastante visible;Altamente visible;Pocas personas;Ninguna;Bueno;Cerca;Hay algo de diversidad;Alto;El Rincon, Bogotá, Bogota, Colombia;11;Suba;-74,09480000010;4,72499999963
9374;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Justo;Cerca;No hay diversidad;Medio;Almonacid, Bogotá, Bogota, Colombia;11;Suba;-74,09370000010;4,72529999912
9375;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Justo;Cerca;No hay diversidad;Medio;Almonacid, Bogotá, Bogota, Colombia;11;Suba;-74,09269999990;4,72489999980
9376;Suficiente;Bastante visible;Altamente visible;Desierto;Minima;Justo;Cerca;No hay diversidad;Medio;Almonacid, Bogotá, Bogota, Colombia;11;Suba;-74,09179999960;4,72450000048
9377;Poca;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;CL 40 Sur - KR 87C, Bogotá, Colombia;08;Kennedy;-74,16600000020;4,63690000027
9378;Suficiente;Bastante visible;Muchos miran;Pocas personas;Moderada;Bueno;Muy Cerca;Hay poca diversidad;Alto;Kr 93 - Cl 129A, Bogotá, Colombia;11;Suba;-74,09090000020;4,72519999929
9379;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;Hay diversidad;Alto;CL 40 Sur - KR 87C, Bogotá, Colombia;08;Kennedy;-74,16559999990;4,63639999926
9380;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Justo;Muy Cerca;No hay diversidad;Medio;597A03, Bogotá, Colombia;11;Suba;-74,09059999980;4,72609999962
9381;Poca;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Cerca;Hay diversidad;Alto;CL 40 Sur - KR 86D, Bogotá, Colombia;08;Kennedy;-74,16509999990;4,63570000045
9382;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;596A03, Bogotá, Colombia;11;Suba;-74,09009999970;4,72709999979
9383;Poca;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;Hay diversidad;Alto;El Rosario, Bogotá, Bogota, Colombia;08;Kennedy;-74,16450000000;4,63509999961
9384;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Justo;Muy Cerca;No hay diversidad;Medio;Cl 130C - Kr 93, Bogotá, Colombia;11;Suba;-74,09020000040;4,72819999978
9385;Brillante;Bastante visible;No miran;Desierto;Ninguna;Ninguno;Cerca;No hay diversidad;Bajo;Rincon de Los Angeles, Bogotá, Bogota, Colombia;08;Kennedy;-74,14450000040;4,63489999995
9386;Poca;Bastante visible;Algunos miran;Pocas personas;Ninguna;Pobre;Muy Cerca;No hay diversidad;Bajo;Patio Bonito B - 2, Bogotá, Colombia;08;Kennedy;-74,16370000040;4,63450000063
9387;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Justo;Cerca;No hay diversidad;Medio;111B03, Bogotá, Colombia;11;Suba;-74,09100000000;4,72859999910
9388;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Bajo;Tv 78C - Cl 7A, Bogotá, Colombia;08;Kennedy;-74,14439999960;4,63580000028
9389;Suficiente;Bastante visible;Algunos miran;Bastantes personas;Ninguna;Bueno;Muy Cerca;Hay algo de diversidad;Alto;El Rosario, Bogotá, Bogota, Colombia;08;Kennedy;-74,16349999980;4,63509999961
9390;Suficiente;Bastante visible;Muchos miran;Bastantes personas;Minima;Bueno;Cerca;Hay algo de diversidad;Alto;Patio Bonito, Bogotá, Bogota, Colombia;08;Kennedy;-74,16340000000;4,63619999960
9391;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Justo;Cerca;Hay poca diversidad;Medio;El Condado, Bogotá, Bogota, Colombia;08;Kennedy;-74,14379999970;4,63670000061
9392;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Justo;Cerca;No hay diversidad;Medio;Glorialara, Bogotá, Bogota, Colombia;11;Suba;-74,09140000030;4,72949999943
9393;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Las Dos Avenidas, Bogotá, Bogota, Colombia;08;Kennedy;-74,13810000010;4,63159999996
9394;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;KR 86F - CL 35B Sur, Bogotá, Colombia;08;Kennedy;-74,16239999980;4,63700000010
9395;Suficiente;Bastante visible;Muchos miran;Bastantes personas;Ninguna;Bueno;Cerca;Hay poca diversidad;Alto;El Condado, Bogotá, Bogota, Colombia;08;Kennedy;-74,14450000040;4,63729999959
9396;Brillante;Bastante visible;Muchos miran;Desierto;Ninguna;Justo;A distancia;No hay diversidad;Medio;Gloria Lara de Echeverri, Bogotá, Bogota, Colombia;11;Suba;-74,09069999960;4,73029999994
9397;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Cerca;Hay poca diversidad;Medio;Patio Bonito, Bogotá, Bogota, Colombia;08;Kennedy;-74,16160000020;4,63770000078
9398;Brillante;Visibilidad total;Algunos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Alto;estacion transmilenio mandalay, Las Américas #SN, Bogotá, Bogotá, Colombia;08;Kennedy;-74,14020000030;4,63099999912
9399;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Justo;Muy Cerca;Hay algo de diversidad;Alto;CL 7A Bis C - KR 78G, Bogotá, Colombia;08;Kennedy;-74,14520000010;4,63780000061
9400;Brillante;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Cerca;Hay diversidad;Alto;Gloria Lara de Echeverri, Bogotá, Bogota, Colombia;11;Suba;-74,09040000010;4,73130000010
9401;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;Muy Cerca;No hay diversidad;Medio;KR 65 - CL 60 Sur, Bogotá, Colombia;19;Ciudad Bolívar;-74,15589999970;4,59310000017
9402;Poca;Bastante visible;Muchos miran;Bastantes personas;Moderada;Bueno;Muy Cerca;Hay algo de diversidad;Muy Alto;KR 87 - CL 6 Sur, Bogotá, Colombia;08;Kennedy;-74,16089999960;4,63900000043
9403;Brillante;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;Hay diversidad;Muy Alto;AC 132 - Kr 94B, Bogotá, Colombia;11;Suba;-74,08990000000;4,73200000077
9404;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Justo;Cerca;Hay poca diversidad;Medio;El Condado, Bogotá, Bogota, Colombia;08;Kennedy;-74,14599999970;4,63829999976
9405;Brillante;Visibilidad total;Muchos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;AV. Americas - KR 72B, Bogotá, Colombia;08;Kennedy;-74,14109999970;4,63120000064
9406;Poca;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;Muy Cerca;No hay diversidad;Bajo;CL 58 Sur - KR 65, Bogotá, Colombia;19;Ciudad Bolívar;-74,15560000020;4,59410000034
9407;Suficiente;Bastante visible;Altamente visible;Pocas personas;Ninguna;Justo;Cerca;No hay diversidad;Medio;Tairona, Bogotá, Bogota, Colombia;08;Kennedy;-74,16010000000;4,63969999924
9408;Suficiente;Bastante visible;No miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;AV. Americas - KR 72B, Bogotá, Colombia;08;Kennedy;-74,14159999970;4,63179999962
9409;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Justo;Muy Cerca;No hay diversidad;Medio;Cl 130C - Kr 94D, Bogotá, Colombia;11;Suba;-74,09219999980;4,72919999994
9410;Brillante;Bastante visible;No miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;El Condado, Bogotá, Bogota, Colombia;08;Kennedy;-74,14620000030;4,63939999975
9411;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Costa Azul, Bogotá, Bogota, Colombia;11;Suba;-74,09850000030;4,73760000058
9412;Suficiente;Bastante visible;No miran;Desierto;Ninguna;Justo;Muy Cerca;No hay diversidad;Bajo;CL 58 Sur - KR 65, Bogotá, Colombia;19;Ciudad Bolívar;-74,15600000040;4,59469999932
9413;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;AV. A. Mejia - CL 8 BIS, Bogotá, Colombia;08;Kennedy;-74,14570000020;4,64030000009
9414;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Justo;Cerca;No hay diversidad;Medio;Tairona, Bogotá, Bogota, Colombia;08;Kennedy;-74,15930000040;4,63900000043
9415;Suficiente;Bastante visible;Muchos miran;Pocas personas;Minima;Bueno;A distancia;No hay diversidad;Medio;Cl. 6A C, Bogotá, Bogotá, Colombia;08;Kennedy;-74,14039999990;4,63230000064
9416;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Justo;Cerca;No hay diversidad;Medio;Madelena, Bogotá, Bogota, Colombia;19;Ciudad Bolívar;-74,15720000020;4,59479999915
9417;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Cl 130C - Kr 94D, Bogotá, Colombia;11;Suba;-74,09289999960;4,72939999960
9418;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;A distancia;No hay diversidad;Medio;Costa Azul, Bogotá, Bogota, Colombia;11;Suba;-74,09760000000;4,73729999922
9419;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;Muy Cerca;No hay diversidad;Medio;AV. A. Mejia - CL 8 BIS, Bogotá, Colombia;08;Kennedy;-74,14530000000;4,64100000076
9420;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;A distancia;No hay diversidad;Medio;Cl. 6A C, Bogotá, Colombia;08;Kennedy;-74,13939999980;4,63209999911
9421;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Justo;A distancia;No hay diversidad;Medio;Potrerillos, Bogotá, Bogota, Colombia;11;Suba;-74,09650000000;4,73750000075
9422;Poca;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;A distancia;No hay diversidad;Bajo;Glorialara, Bogotá, Bogota, Colombia;11;Suba;-74,09289999960;4,73039999977
9423;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Justo;Muy Cerca;Hay diversidad;Alto;Kennedy, Bogotá, Bogota, Colombia;08;Kennedy;-74,14470000010;4,64189999923
9424;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;A distancia;No hay diversidad;Medio;Las Dos Avenidas, Bogotá, Bogota, Colombia;08;Kennedy;-74,13870000000;4,63480000012
9425;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;Cl 136 - Kr 100A, Bogotá, Colombia;11;Suba;-74,09520000030;4,73790000007
9426;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;A distancia;No hay diversidad;Medio;Glorialara, Bogotá, Bogota, Colombia;11;Suba;-74,09310000020;4,73100000061
9427;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Justo;Cerca;Hay diversidad;Alto;AV. A. Mejia - CL 8C, Bogotá, Colombia;08;Kennedy;-74,14420000000;4,64269999973
9428;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;A distancia;No hay diversidad;Bajo;Las Dos Avenidas, Bogotá, Bogota, Colombia;08;Kennedy;-74,13800000030;4,63560000062
9429;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Justo;Cerca;Hay diversidad;Alto;Suba, Bogotá, Bogota, Colombia;11;Suba;-74,09410000030;4,73750000075
9430;Poca;Bastante visible;Muchos miran;Desierto;Ninguna;Justo;A distancia;No hay diversidad;Bajo;Glorialara, Bogotá, Bogota, Colombia;11;Suba;-74,09320000000;4,73189999908
9431;Brillante;Bastante visible;Algunos miran;Pocas personas;Ninguna;Justo;Cerca;Hay diversidad;Alto;Castilla, Bogotá, Bogotá, Colombia;08;Kennedy;-74,14360000010;4,64350000024
9432;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Justo;A distancia;No hay diversidad;Bajo;Rio Bamba, Bogotá, Bogota, Colombia;11;Suba;-74,09310000020;4,73719999939
9433;Suficiente;Bastante visible;Altamente visible;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Medio;Glorialara, Bogotá, Bogota, Colombia;11;Suba;-74,09279999980;4,73279999942
9434;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Bajo;Cl 10 - Kr 79-85, Bogotá, Colombia;08;Kennedy;-74,14300000020;4,64430000074
9435;Poca;Bastante visible;Muchos miran;Desierto;Ninguna;Justo;A distancia;No hay diversidad;Bajo;Villa del Rosario, Bogotá, Bogota, Colombia;16;Puente Aranda;-74,11699999960;4,59589999914
9436;Poca;Bastante visible;Muchos miran;Desierto;Ninguna;Justo;A distancia;No hay diversidad;Bajo;Rio Bamba, Bogotá, Bogota, Colombia;11;Suba;-74,09200000020;4,73689999990
9437;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Justo;Cerca;No hay diversidad;Medio;La Esperanza, Bogotá, Bogota, Colombia;11;Suba;-74,09250000030;4,73369999975
9438;Brillante;Bastante visible;No miran;Pocas personas;Ninguna;Bueno;Cerca;Hay diversidad;Alto;Kr 80C - Cl 9, Bogotá, Colombia;08;Kennedy;-74,14329999960;4,64519999921
9439;Poca;Bastante visible;Muchos miran;Desierto;Ninguna;Justo;A distancia;No hay diversidad;Bajo;Villa del Rosario, Bogotá, Bogota, Colombia;16;Puente Aranda;-74,11780000010;4,59549999982
9440;Suficiente;Bastante visible;No miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Bajo;Rio Bamba, Bogotá, Bogota, Colombia;11;Suba;-74,09130000040;4,73780000024
9441;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;A distancia;No hay diversidad;Medio;La Esperanza, Bogotá, Bogota, Colombia;11;Suba;-74,09210000000;4,73469999991
9442;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;Kr 80C - Cl 9, Bogotá, Colombia;08;Kennedy;-74,14429999980;4,64489999972
9443;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;A distancia;No hay diversidad;Bajo;NQS - Cl. 30 Sur A - 1, Bogotá, Colombia;16;Puente Aranda;-74,11870000050;4,59539999999
9444;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Pobre;Cerca;Hay poca diversidad;Medio;Rio Bamba, Bogotá, Bogota, Colombia;11;Suba;-74,09080000040;4,73870000057
9445;Suficiente;Bastante visible;Altamente visible;Pocas personas;Ninguna;Justo;A distancia;No hay diversidad;Medio;La Esperanza, Bogotá, Bogota, Colombia;11;Suba;-74,09179999960;4,73560000025
9446;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Kr 80C - Cl 8B, Bogotá, Colombia;08;Kennedy;-74,14499999960;4,64430000074
9447;Poca;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Bajo;AK 10 - Cl 2, Bogotá, Colombia;03;Santa Fe;-74,08409999960;4,59160000086
9448;Suficiente;Bastante visible;Muchos miran;Bastantes personas;Ninguna;Justo;A distancia;Hay poca diversidad;Medio;Cl 139 - Kr 99, Bogotá, Colombia;11;Suba;-74,09179999960;4,73939999938
9449;Poca;Bastante visible;Algunos miran;Pocas personas;Ninguna;Justo;Cerca;Hay diversidad;Medio;Villa del Rosario, Bogotá, Bogota, Colombia;16;Puente Aranda;-74,11969999970;4,59530000016
9450;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Justo;A distancia;No hay diversidad;Bajo;Rio Bamba, Bogotá, Bogota, Colombia;11;Suba;-74,09159999990;4,73650000058
9451;Suficiente;Bastante visible;Altamente visible;Bastantes personas;Ninguna;Justo;Muy Cerca;Hay poca diversidad;Alto;Cl 8C - Kr 80F, Bogotá, Colombia;08;Kennedy;-74,14589999990;4,64470000006
9452;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Medio;Villa del Rosario, Bogotá, Bogota, Colombia;16;Puente Aranda;-74,12050000020;4,59500000067
9453;Suficiente;Bastante visible;No miran;Desierto;Ninguna;Justo;A distancia;No hay diversidad;Bajo;Rio Bamba, Bogotá, Bogota, Colombia;11;Suba;-74,09130000040;4,73770000041
9454;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;Hay poca diversidad;Alto;Cl 139 - Kr 99, Bogotá, Colombia;11;Suba;-74,09260000010;4,73960000090
9455;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Justo;Muy Cerca;Hay diversidad;Alto;Cl 2 - Kr 11, Bogotá, Colombia;03;Santa Fe;-74,08469999950;4,59210000001
9456;Poca;Bastante visible;Muchos miran;Pocas personas;Ninguna;Justo;Cerca;No hay diversidad;Medio;Monterrey, Bogotá, Bogota, Colombia;08;Kennedy;-74,14659999960;4,64560000040
9457;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Medio;CL 33 Sur - TV 35A, Bogotá, Colombia;16;Puente Aranda;-74,12019999980;4,59549999982
9458;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;AK 7 - Cl 52, Bogotá, Colombia;02;Chapinero;-74,06319999970;4,63959999941
9459;Suficiente;Bastante visible;No miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Bajo;Rio Bamba, Bogotá, Bogota, Colombia;11;Suba;-74,09080000040;4,73860000074
9460;Brillante;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;Cl 139 - Kr 99, Bogotá, Colombia;11;Suba;-74,09370000010;4,73990000039
9461;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Bajo;Villa del Rosario, Bogotá, Bogota, Colombia;16;Puente Aranda;-74,11990000030;4,59600000083
9462;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Justo;Cerca;Hay algo de diversidad;Alto;El Castillo, Bogotá, Bogota, Colombia;08;Kennedy;-74,14719999950;4,64489999972
9463;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Justo;Cerca;Hay diversidad;Alto;San Bernardo, Bogotá, Bogota, Colombia;03;Santa Fe;-74,08540000020;4,59249999933
9464;Suficiente;Bastante visible;No miran;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;Cl 53 - Kr 9, Bogotá, Colombia;02;Chapinero;-74,06410000010;4,63979999907
9465;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;Cl 139 - Kr 95B, Bogotá, Colombia;11;Suba;-74,08980000020;4,73870000057
9466;Poca;Bastante visible;Muchos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Bajo;Cl 139 - Kr 99, Bogotá, Colombia;11;Suba;-74,09300000030;4,74029999971
9467;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Justo;Muy Cerca;No hay diversidad;Medio;Cl 8B - Kr 80D, Bogotá, Colombia;08;Kennedy;-74,14640000000;4,64409999922
9468;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Medio;Cl 2 - Kr 12A, Bogotá, Colombia;03;Santa Fe;-74,08629999960;4,59229999967
9469;Suficiente;Bastante visible;Algunos miran;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;CL 33 Sur - TV 35A, Bogotá, Colombia;16;Puente Aranda;-74,12090000040;4,59589999914
9470;Brillante;Bastante visible;Algunos miran;Pocas personas;Minima;Bueno;Cerca;No hay diversidad;Alto;Chapinero Central, Bogotá, Bogota, Colombia;02;Chapinero;-74,06489999960;4,64020000026
9471;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;La Esperanza, Bogotá, Bogota, Colombia;11;Suba;-74,08870000020;4,73829999939
9472;Suficiente;Bastante visible;Altamente visible;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Medio;El Poa, Bogotá, Bogota, Colombia;11;Suba;-74,09520000030;4,74200000055
9473;Poca;Bastante visible;No miran;Desierto;Ninguna;Justo;Muy Cerca;No hay diversidad;Bajo;Kr 80C - Cl 8B, Bogotá, Colombia;08;Kennedy;-74,14560000040;4,64379999973
9474;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Justo;Cerca;No hay diversidad;Medio;San Bernardo, Bogotá, Bogota, Colombia;03;Santa Fe;-74,08679999970;4,59160000086
9475;Brillante;Bastante visible;Algunos miran;Pocas personas;Minima;Bueno;Muy Cerca;No hay diversidad;Alto;AC 53 - AK 13, Bogotá, Colombia;02;Chapinero;-74,06570000020;4,64030000009
9476;Poca;Bastante visible;Algunos miran;Bastantes personas;Minima;Bueno;Cerca;No hay diversidad;Medio;La Esperanza, Bogotá, Bogota, Colombia;11;Suba;-74,08770000000;4,73790000007
9477;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;A distancia;No hay diversidad;Medio;El Poa, Bogotá, Bogota, Colombia;11;Suba;-74,09439999980;4,74220000021
9478;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;Cl 10 - Kr 79-85, Bogotá, Colombia;08;Kennedy;-74,14230000040;4,64420000091
9479;Suficiente;Bastante visible;Muchos miran;Pocas personas;Ninguna;Justo;Muy Cerca;No hay diversidad;Medio;AC 1 - Kr 13A, Bogotá, Colombia;03;Santa Fe;-74,08720000000;4,59090000018
9480;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Cerca;Hay algo de diversidad;Alto;Quesada, Bogotá, Bogota, Colombia;13;Teusaquillo;-74,06670000030;4,64049999975
9481;Poca;Bastante visible;Algunos miran;Pocas personas;Minima;Bueno;Cerca;No hay diversidad;Medio;Villa Elisa, Bogotá, Bogota, Colombia;11;Suba;-74,08650000020;4,73790000007
9482;Suficiente;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;A distancia;No hay diversidad;Medio;Antonio Granados, Bogotá, Bogota, Colombia;11;Suba;-74,09389999970;4,74310000055
